Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI
36.0,Female,71.9,1.59,187.0,110.0,62.0,0.92,325.0,Walking,33.9,2.5,4.0,Advanced,28.3
40.0,Male,88.5,1.87,173.0,128.0,59.0,1.02,861.0,Swimming,18.9,3.0,4.0,Intermediate,25.4
33.0,Male,91.6,1.86,189.0,117.0,62.0,0.75,356.0,Yoga,18.8,2.9,3.0,Intermediate,26.5
44.0,Female,48.4,1.62,185.0,124.0,73.0,0.73,256.0,Basketball,21.5,1.7,2.0,Intermediate,18.5
32.0,Male,61.0,1.7,178.0,127.0,73.0,0.79,341.0,Aerobics,13.9,2.1,4.0,Intermediate,21.1
39.0,Female,57.9,1.66,174.0,122.0,63.0,1.11,482.0,Soccer,24.0,2.0,5.0,Advanced,20.9
50.0,Male,102.0,1.91,160.0,100.0,76.0,0.72,366.0,Yoga,25.9,2.9,3.0,Intermediate,28.1
25.0,Female,84.7,1.58,202.0,168.0,70.0,0.79,755.0,Running,40.0,31.2,4.0,Beginner,33.9
29.0,Male,62.4,1.7,196.0,170.0,73.0,0.5,322.0,Basketball,16.0,26.0,3.0,Beginner,21.6
28.0,Male,77.8,1.71,188.0,130.0,76.0,0.77,411.0,Soccer,21.3,2.5,3.0,Intermediate,26.6
39.0,Female,58.2,1.7,177.0,126.0,72.0,0.81,344.0,Basketball,23.6,2.0,5.0,Intermediate,20.2
26.0,Female,62.5,1.67,198.0,149.0,66.0,0.59,254.0,Boxing,25.7,2.0,2.0,Beginner,22.3
34.0,Female,63.8,1.5,194.0,129.0,82.0,0.63,308.0,Aerobics,33.9,2.2,5.0,Intermediate,28.3
23.0,Female,97.1,1.77,207.0,128.0,70.0,0.57,249.0,Pilates,37.2,2.8,2.0,Beginner,31.0
21.0,Male,84.8,1.86,200.0,168.0,73.0,0.5,441.0,Basketball,20.5,2.4,4.0,Beginner,24.5
31.0,Female,60.6,1.64,182.0,129.0,63.0,0.89,360.0,Aerobics,24.1,2.2,5.0,Advanced,22.5
28.0,Female,86.4,1.57,185.0,132.0,79.0,0.69,463.0,Tennis,40.0,2.5,2.0,Beginner,35.0
31.0,Non-binary,72.8,1.55,197.0,141.0,70.0,0.88,482.0,Basketball,26.2,2.2,4.0,Intermediate,30.1
44.0,Male,78.2,1.8,167.0,136.0,84.0,0.66,567.0,Running,20.0,2.3,3.0,Beginner,24.0
53.0,Female,75.1,1.65,160.0,111.0,78.0,0.62,357.0,Boxing,31.4,2.5,2.0,Intermediate,27.5
26.0,Male,92.1,1.66,202.0,135.0,78.0,0.67,300.0,Yoga,31.5,2.9,5.0,Beginner,33.3
23.0,Male,65.2,1.69,207.0,152.0,71.0,0.73,330.0,Strength Training,14.2,2.2,4.0,Intermediate,22.8
28.0,Male,102.2,1.9,182.0,136.0,71.0,0.54,436.0,Strength Training,25.0,2.8,3.0,Beginner,28.4
26.0,Male,94.2,1.76,186.0,131.0,71.0,0.9,553.0,Boxing,25.2,2.9,4.0,Intermediate,30.5
18.0,Male,61.3,1.68,200.0,170.0,64.0,0.62,362.0,Running,19.0,2.3,2.0,Beginner,21.8
33.0,Female,51.3,1.64,182.0,143.0,75.0,0.71,284.0,Boxing,23.7,1.9,4.0,Beginner,19.1
52.0,Male,91.6,1.87,174.0,135.0,71.0,0.65,456.0,Tennis,21.7,2.8,3.0,Intermediate,26.1
18.0,Male,84.0,1.89,204.0,155.0,64.0,0.96,743.0,Cycling,16.1,2.8,3.0,Intermediate,23.5
30.0,Female,56.8,1.69,189.0,136.0,58.0,0.84,310.0,Tennis,16.1,2.1,4.0,Advanced,19.9
24.0,Male,83.1,1.76,188.0,161.0,74.0,0.64,599.0,Basketball,18.8,2.6,3.0,Beginner,27.0
28.0,Male,73.4,1.82,200.0,136.0,70.0,0.69,335.0,Boxing,9.7,2.3,4.0,Intermediate,22.2
40.0,Male,109.9,1.87,185.0,132.0,71.0,0.76,569.0,Tennis,27.2,3.3,2.0,Intermediate,31.4
32.0,Male,90.7,1.89,184.0,135.0,76.0,0.51,242.0,Yoga,21.3,2.6,2.0,Beginner,25.3
22.0,Male,101.7,1.74,193.0,148.0,76.0,0.5,341.0,Soccer,27.3,2.7,3.0,Beginner,33.7
37.0,Male,95.3,1.8,183.0,134.0,74.0,0.57,416.0,Tennis,27.9,2.4,3.0,Beginner,29.5
37.0,Female,75.5,1.68,189.0,132.0,67.0,0.69,388.0,Aerobics,36.6,2.5,4.0,Intermediate,26.8
25.0,Female,65.6,1.78,198.0,124.0,73.0,0.64,208.0,Yoga,27.1,2.1,3.0,Beginner,20.7
26.0,Male,79.0,1.84,187.0,108.0,62.0,0.67,284.0,Walking,17.3,2.3,4.0,Intermediate,23.2
18.0,Female,60.7,1.59,209.0,160.0,76.0,0.79,470.0,Swimming,30.4,2.3,3.0,Beginner,24.1
24.0,Female,66.0,1.63,186.0,146.0,69.0,0.63,279.0,Soccer,30.6,2.4,5.0,Beginner,24.7
32.0,Male,89.7,1.67,188.0,136.0,79.0,0.61,398.0,Basketball,30.2,2.4,3.0,Beginner,32.0
31.0,Male,74.9,1.89,180.0,126.0,62.0,0.87,510.0,Boxing,15.5,2.6,4.0,Intermediate,20.9
35.0,Female,68.0,1.8,184.0,143.0,75.0,0.52,273.0,Boxing,27.5,2.0,4.0,Beginner,21.0
32.0,Male,64.9,1.71,190.0,152.0,66.0,0.6,370.0,Basketball,15.6,2.1,4.0,Intermediate,22.3
40.0,Female,61.5,1.66,175.0,132.0,76.0,0.55,257.0,Basketball,27.2,2.0,3.0,Beginner,22.3
40.0,Male,70.1,1.74,186.0,125.0,80.0,0.6,200.0,Yoga,17.5,2.3,5.0,Beginner,23.3
29.0,Female,54.2,1.56,199.0,148.0,79.0,0.67,244.0,Boxing,30.2,1.9,2.0,Beginner,22.2
31.0,Male,114.0,1.91,199.0,163.0,79.0,0.5,545.0,Basketball,29.2,3.0,3.0,Beginner,31.4
39.0,Female,65.0,1.76,175.0,119.0,76.0,0.68,203.0,Basketball,27.1,2.1,2.0,Beginner,21.0
36.0,Male,60.0,1.79,185.0,133.0,72.0,0.91,511.0,Cycling,12.3,2.3,4.0,Intermediate,18.6
33.0,Male,71.3,1.85,178.0,138.0,78.0,0.58,362.0,Cycling,19.4,2.4,2.0,Beginner,20.8
33.0,Male,100.1,1.82,197.0,161.0,72.0,0.66,697.0,Basketball,27.4,2.9,2.0,Intermediate,30.3
41.0,Male,90.2,1.74,184.0,127.0,72.0,1.13,663.0,Aerobics,23.1,2.8,4.0,Advanced,29.7
18.0,Female,51.1,1.66,205.0,170.0,71.0,0.73,400.0,Running,19.3,1.9,4.0,Beginner,18.5
18.0,Non-binary,49.2,1.63,208.0,140.0,64.0,0.8,258.0,Boxing,10.0,1.8,4.0,Advanced,18.5
44.0,Male,57.4,1.72,168.0,121.0,77.0,0.53,208.0,Aerobics,14.9,2.1,3.0,Beginner,19.5
54.0,Male,90.1,1.79,172.0,137.0,74.0,0.5,387.0,Rowing,28.1,2.7,2.0,Beginner,25.3
21.0,Female,59.7,1.67,190.0,128.0,64.0,0.96,436.0,Strength Training,22.3,2.1,4.0,Advanced,21.4
35.0,Male,58.8,1.58,179.0,144.0,66.0,0.9,516.0,Basketball,11.9,2.2,3.0,Advanced,23.4
18.0,Female,72.9,1.73,207.0,136.0,75.0,0.67,225.0,Pilates,30.5,2.3,3.0,Beginner,24.3
31.0,Male,68.4,1.74,181.0,122.0,65.0,0.58,202.0,Yoga,18.1,2.2,3.0,Beginner,22.5
33.0,Male,60.7,1.76,180.0,142.0,68.0,0.95,542.0,Running,14.2,2.0,4.0,Intermediate,19.6
28.0,Female,81.4,1.58,187.0,136.0,74.0,1.26,858.0,Swimming,33.4,2.9,4.0,Advanced,32.6
18.0,Female,55.5,1.59,192.0,168.0,67.0,0.53,330.0,HIIT,28.8,2.0,5.0,Beginner,21.9
27.0,Male,69.1,1.84,187.0,108.0,65.0,1.01,312.0,Yoga,11.7,2.2,5.0,Advanced,20.3
28.0,Female,56.0,1.7,202.0,146.0,79.0,0.61,248.0,Soccer,22.7,2.1,3.0,Beginner,19.4
40.0,Male,55.3,1.73,188.0,165.0,78.0,0.53,329.0,HIIT,16.3,2.0,5.0,Beginner,18.5
38.0,Male,79.9,1.74,185.0,128.0,64.0,1.13,606.0,Boxing,19.6,2.6,5.0,Advanced,26.5
55.0,Female,57.0,1.6,160.0,102.0,60.0,1.26,474.0,Boxing,22.1,2.0,5.0,Professional,22.2
51.0,Male,83.4,1.74,166.0,109.0,58.0,0.91,579.0,Aerobics,18.7,2.6,4.0,Professional,27.5
53.0,Female,69.4,1.65,167.0,116.0,65.0,0.8,385.0,Tennis,33.2,2.5,5.0,Advanced,25.6
18.0,Female,69.0,1.71,206.0,124.0,75.0,0.84,288.0,Pilates,23.6,27.3,3.0,Intermediate,23.5
28.0,Male,95.1,1.73,192.0,120.0,59.0,0.92,445.0,Walking,24.8,2.6,4.0,Advanced,31.6
37.0,Female,68.9,1.6,185.0,144.0,72.0,0.57,401.0,Basketball,35.4,2.4,2.0,Intermediate,26.9
18.0,Male,89.6,1.8,197.0,136.0,63.0,0.79,532.0,Tennis,22.4,2.7,4.0,Intermediate,27.6
33.0,Female,64.4,1.6,195.0,152.0,82.0,0.56,262.0,Aerobics,32.7,2.0,5.0,Beginner,25.2
20.0,Non-binary,53.1,1.64,204.0,164.0,75.0,0.7,335.0,Swimming,19.3,2.4,3.0,Beginner,19.7
41.0,Male,79.4,1.75,188.0,149.0,80.0,0.55,412.0,Rowing,26.7,2.5,4.0,Beginner,26.0
28.0,Female,75.5,1.66,202.0,155.0,68.0,0.72,544.0,Rowing,33.9,2.5,4.0,Intermediate,27.6
50.0,Male,96.9,1.77,173.0,135.0,72.0,0.69,538.0,Basketball,29.7,3.0,3.0,Beginner,31.0
18.0,Male,78.4,1.83,210.0,121.0,67.0,0.89,347.0,Walking,13.5,2.4,3.0,Intermediate,23.5
44.0,Female,53.0,1.63,182.0,113.0,66.0,0.56,200.0,Yoga,27.1,1.8,4.0,Beginner,19.8
44.0,Non-binary,68.4,1.54,176.0,134.0,62.0,0.79,526.0,HIIT,24.9,2.3,5.0,Professional,28.8
35.0,Male,77.4,1.8,192.0,146.0,70.0,0.8,544.0,Cycling,16.5,2.6,4.0,Intermediate,24.0
19.0,Male,72.9,1.73,197.0,146.0,78.0,0.77,420.0,Strength Training,17.8,2.3,5.0,Beginner,24.4
32.0,Male,85.0,1.83,192.0,131.0,60.0,1.08,606.0,Strength Training,11.0,2.5,4.0,Advanced,25.4
44.0,Male,75.1,1.84,175.0,100.0,63.0,0.87,362.0,Walking,14.9,2.2,5.0,Advanced,22.3
49.0,Female,50.7,1.59,181.0,143.0,88.0,0.7,358.0,Rowing,29.8,2.0,3.0,Beginner,20.2
20.0,Male,53.2,1.7,199.0,151.0,72.0,0.66,245.0,Tennis,12.2,2.0,5.0,Beginner,18.5
37.0,Male,86.8,1.93,177.0,118.0,69.0,0.79,505.0,Tennis,16.2,2.7,4.0,Intermediate,23.3
24.0,Male,72.2,1.74,203.0,158.0,72.0,0.71,554.0,Basketball,13.0,2.4,4.0,Intermediate,23.7
26.0,Female,80.0,1.76,186.0,129.0,69.0,0.66,345.0,Boxing,29.6,2.4,3.0,Intermediate,25.8
18.0,Female,58.3,1.61,205.0,138.0,75.0,0.5,200.0,Yoga,28.6,2.1,4.0,Beginner,22.5
18.0,Male,73.2,1.82,199.0,122.0,71.0,0.76,291.0,Walking,12.9,2.1,4.0,Intermediate,22.1
18.0,Male,80.3,1.89,201.0,168.0,75.0,0.83,680.0,Swimming,18.3,2.4,3.0,Beginner,22.6
29.0,Female,72.8,1.7,196.0,146.0,69.0,0.59,299.0,Boxing,28.0,2.4,2.0,Beginner,25.3
28.0,Female,62.2,1.71,198.0,127.0,72.0,0.6,211.0,Walking,24.0,2.1,5.0,Beginner,21.3
37.0,Male,70.9,1.72,174.0,130.0,81.0,0.69,342.0,Aerobics,30.9,2.1,3.0,Beginner,24.0
34.0,Female,64.6,1.58,190.0,142.0,78.0,0.63,289.0,Soccer,33.0,2.2,5.0,Beginner,25.9
69.0,Male,82.9,1.85,160.0,127.0,82.0,0.77,584.0,Basketball,24.5,2.7,3.0,Beginner,24.2
18.0,Female,48.4,1.62,194.0,114.0,73.0,0.84,200.0,Pilates,20.6,1.8,3.0,Intermediate,18.5
35.0,Female,70.9,1.67,188.0,115.0,66.0,1.13,427.0,Walking,23.8,2.6,4.0,Advanced,25.5
19.0,Female,59.5,1.65,193.0,153.0,71.0,0.68,417.0,HIIT,23.8,2.0,3.0,Intermediate,21.9
50.0,Female,56.9,1.59,165.0,133.0,76.0,0.5,287.0,HIIT,28.4,2.0,2.0,Beginner,22.6
38.0,Female,57.8,1.62,179.0,113.0,83.0,0.53,200.0,Pilates,28.3,2.0,4.0,Beginner,22.1
50.0,Female,66.0,1.73,162.0,123.0,81.0,0.66,291.0,Boxing,26.6,2.4,2.0,Beginner,22.0
39.0,Female,61.8,1.65,171.0,119.0,71.0,0.94,380.0,Soccer,22.7,2.3,3.0,Advanced,22.7
46.0,Female,54.9,1.55,181.0,142.0,67.0,0.69,370.0,Rowing,29.8,1.8,4.0,Beginner,22.7
45.0,Male,67.1,1.69,181.0,142.0,81.0,0.54,239.0,Strength Training,19.5,2.4,5.0,Beginner,23.5
37.0,Male,87.2,1.79,193.0,116.0,65.0,0.81,343.0,Yoga,18.8,2.6,5.0,Advanced,27.3
33.0,Female,54.0,1.56,179.0,100.0,59.0,1.16,312.0,Yoga,21.6,1.9,5.0,Professional,22.3
42.0,Female,65.5,1.6,169.0,106.0,81.0,0.64,223.0,Walking,29.5,2.1,2.0,Beginner,25.5
44.0,Female,47.6,1.52,168.0,115.0,58.0,0.81,264.0,Aerobics,20.3,1.8,5.0,Advanced,20.5
23.0,Male,95.0,1.83,200.0,143.0,67.0,0.62,516.0,Rowing,20.4,2.7,3.0,Intermediate,28.3
57.0,Female,52.1,1.68,160.0,138.0,78.0,0.5,288.0,Basketball,23.8,1.9,5.0,Beginner,18.5
29.0,Male,107.2,1.91,198.0,123.0,67.0,0.87,412.0,Pilates,22.7,3.1,4.0,Intermediate,29.4
37.0,Female,79.6,1.72,173.0,100.0,69.0,0.76,274.0,Pilates,31.9,2.5,4.0,Intermediate,27.0
55.0,Male,72.1,1.81,167.0,137.0,74.0,0.56,454.0,Basketball,17.5,2.3,3.0,Intermediate,22.0
22.0,Female,73.4,1.6,193.0,142.0,62.0,0.76,516.0,Rowing,33.7,2.5,3.0,Intermediate,28.5
18.0,Female,113.6,1.86,199.0,144.0,77.0,0.61,462.0,Aerobics,40.0,2.8,5.0,Beginner,32.9
18.0,Female,70.9,1.67,198.0,136.0,70.0,0.71,322.0,Basketball,29.8,2.2,3.0,Intermediate,25.5
67.0,Male,105.5,1.95,160.0,111.0,75.0,0.81,570.0,Basketball,26.0,2.7,2.0,Intermediate,27.7
23.0,Male,110.2,1.83,201.0,166.0,82.0,0.68,755.0,Swimming,32.8,3.1,2.0,Beginner,32.9
35.0,Male,76.8,1.85,185.0,126.0,69.0,0.68,338.0,Tennis,16.5,2.4,3.0,Intermediate,22.5
25.0,Female,79.9,1.65,187.0,125.0,76.0,0.58,229.0,Pilates,35.4,2.4,2.0,Beginner,29.4
24.0,Male,80.4,1.84,194.0,120.0,72.0,0.55,219.0,Pilates,20.1,2.5,3.0,Beginner,23.8
50.0,Female,56.8,1.59,173.0,126.0,61.0,0.61,243.0,Aerobics,28.2,2.1,3.0,Intermediate,22.4
49.0,Female,55.8,1.55,171.0,106.0,70.0,0.86,217.0,Yoga,28.9,1.8,3.0,Beginner,23.2
58.0,Male,72.7,1.79,165.0,122.0,78.0,0.61,326.0,Soccer,22.1,2.3,4.0,Beginner,22.8
29.0,Male,83.8,1.91,181.0,150.0,73.0,0.5,474.0,HIIT,15.8,2.3,4.0,Beginner,23.1
20.0,Male,99.9,1.91,207.0,158.0,78.0,0.5,360.0,Boxing,23.4,2.4,5.0,Beginner,27.3
26.0,Female,88.3,1.73,193.0,156.0,75.0,0.75,681.0,Running,39.7,2.8,3.0,Beginner,29.6
26.0,Female,50.0,1.64,193.0,130.0,70.0,0.81,282.0,Boxing,20.1,2.0,4.0,Intermediate,18.5
32.0,Male,96.9,1.82,187.0,112.0,70.0,1.01,529.0,Walking,21.8,3.0,3.0,Advanced,29.2
28.0,Male,102.0,1.97,201.0,166.0,65.0,0.53,564.0,HIIT,25.5,2.8,4.0,Beginner,26.4
48.0,Female,60.1,1.62,162.0,116.0,74.0,0.55,213.0,Boxing,31.6,2.0,2.0,Beginner,22.9
31.0,Female,59.4,1.66,189.0,127.0,72.0,0.58,200.0,Yoga,24.7,2.0,3.0,Beginner,21.6
22.0,Female,71.9,1.61,200.0,154.0,84.0,0.59,400.0,Swimming,34.4,2.3,2.0,Beginner,27.7
35.0,Male,60.0,1.63,183.0,105.0,66.0,0.64,200.0,Yoga,18.0,2.1,3.0,Intermediate,22.6
44.0,Female,84.7,1.57,166.0,139.0,64.0,0.63,512.0,HIIT,40.0,2.7,3.0,Advanced,34.3
30.0,Non-binary,71.0,1.62,180.0,124.0,55.0,0.8,412.0,Boxing,20.6,2.5,3.0,Advanced,27.0
18.0,Male,77.4,1.79,193.0,150.0,74.0,0.74,487.0,Cycling,20.8,2.3,2.0,Beginner,24.2
33.0,Male,83.4,1.85,190.0,153.0,73.0,0.5,440.0,Basketball,17.8,2.3,3.0,Beginner,24.4
25.0,Male,80.5,1.73,190.0,126.0,69.0,0.75,415.0,Strength Training,18.9,2.2,5.0,Intermediate,26.8
35.0,Female,65.7,1.66,194.0,131.0,75.0,0.87,411.0,Boxing,27.0,2.1,3.0,Intermediate,23.9
18.0,Female,52.2,1.6,202.0,117.0,74.0,0.71,200.0,Pilates,19.2,1.9,4.0,Intermediate,20.4
25.0,Male,81.8,1.78,190.0,155.0,56.0,0.97,849.0,Running,15.3,2.8,3.0,Advanced,25.8
27.0,Male,64.8,1.76,203.0,158.0,65.0,0.66,373.0,Swimming,16.4,2.1,5.0,Beginner,20.8
26.0,Female,45.5,1.57,190.0,134.0,68.0,0.99,299.0,Boxing,18.7,2.0,3.0,Beginner,18.5
31.0,Male,63.8,1.67,185.0,133.0,66.0,0.89,373.0,Strength Training,16.3,2.4,4.0,Intermediate,23.0
40.0,Non-binary,59.1,1.79,176.0,129.0,60.0,0.6,269.0,Soccer,24.4,2.1,2.0,Intermediate,18.5
45.0,Male,77.3,1.84,172.0,136.0,68.0,0.76,495.0,Cycling,21.1,2.6,3.0,Beginner,22.8
43.0,Female,54.2,1.64,185.0,110.0,77.0,0.7,200.0,Pilates,24.9,2.1,3.0,Intermediate,20.0
26.0,Female,56.2,1.54,184.0,155.0,73.0,0.5,283.0,HIIT,27.8,1.9,4.0,Beginner,23.6
30.0,Male,60.5,1.72,191.0,128.0,64.0,0.67,304.0,Aerobics,16.7,2.1,4.0,Intermediate,20.4
18.0,Female,83.7,1.79,194.0,123.0,63.0,0.69,283.0,Yoga,31.9,2.4,2.0,Beginner,26.2
46.0,Male,73.8,1.88,177.0,127.0,74.0,0.5,338.0,Basketball,20.6,2.5,2.0,Beginner,24.4
18.0,Female,62.7,1.66,201.0,167.0,71.0,0.96,669.0,Running,22.5,2.2,4.0,Intermediate,22.8
19.0,Male,99.6,1.83,205.0,127.0,67.0,0.74,355.0,Yoga,17.3,3.1,4.0,Intermediate,29.7
37.0,Female,58.5,1.67,176.0,119.0,65.0,0.78,298.0,Tennis,27.2,1.9,3.0,Intermediate,21.0
25.0,Male,88.7,1.75,190.0,143.0,78.0,0.66,462.0,Strength Training,27.1,2.7,4.0,Beginner,28.8
18.0,Female,60.7,1.67,210.0,151.0,62.0,0.99,469.0,Strength Training,19.1,2.1,4.0,Advanced,21.7
21.0,Male,73.1,1.73,189.0,136.0,67.0,0.71,363.0,Strength Training,14.3,2.2,2.0,Beginner,24.3
18.0,Female,78.4,1.71,209.0,149.0,78.0,0.55,326.0,Soccer,32.9,2.4,4.0,Beginner,26.9
18.0,Female,57.4,1.61,207.0,150.0,73.0,0.62,255.0,Boxing,26.4,2.0,2.0,Beginner,22.1
23.0,Female,66.6,1.69,207.0,155.0,65.0,0.71,417.0,Rowing,23.8,2.3,4.0,Intermediate,23.4
52.0,Female,63.5,1.69,160.0,117.0,70.0,0.94,496.0,Rowing,25.7,2.1,3.0,Advanced,22.3
18.0,Female,58.2,1.69,198.0,157.0,74.0,0.72,363.0,Swimming,22.8,2.1,3.0,Beginner,20.4
18.0,Male,73.1,1.81,206.0,135.0,79.0,0.67,254.0,Pilates,15.4,2.1,3.0,Beginner,22.3
51.0,Male,84.9,1.74,175.0,150.0,78.0,0.5,448.0,HIIT,25.6,2.7,2.0,Beginner,27.9
49.0,Female,74.4,1.66,176.0,125.0,62.0,0.76,436.0,Strength Training,37.8,2.1,4.0,Beginner,27.1
34.0,Male,62.6,1.79,177.0,141.0,70.0,0.85,470.0,Swimming,15.3,2.2,2.0,Beginner,19.5
18.0,Female,69.5,1.72,192.0,121.0,81.0,0.5,200.0,Pilates,36.5,2.3,3.0,Beginner,28.7
35.0,Male,75.2,1.74,190.0,139.0,78.0,0.88,468.0,Tennis,18.5,2.5,5.0,Intermediate,25.0
33.0,Non-binary,74.7,1.64,195.0,155.0,59.0,1.09,846.0,Running,24.8,2.3,3.0,Advanced,27.9
18.0,Female,52.7,1.69,192.0,109.0,74.0,0.71,200.0,Pilates,20.1,2.0,4.0,Intermediate,18.5
36.0,Male,71.2,1.7,191.0,136.0,65.0,0.67,416.0,Rowing,23.1,2.4,4.0,Intermediate,24.6
27.0,Male,113.6,1.84,195.0,136.0,67.0,0.88,670.0,Basketball,28.9,3.1,5.0,Intermediate,33.7
30.0,Female,50.3,1.5,200.0,143.0,58.0,0.85,401.0,Rowing,25.6,1.7,5.0,Intermediate,22.3
40.0,Male,90.0,1.78,174.0,120.0,69.0,0.63,383.0,Boxing,24.4,2.7,3.0,Intermediate,28.5
32.0,Male,84.4,1.69,178.0,116.0,88.0,0.63,273.0,Walking,25.1,2.3,3.0,Beginner,29.4
48.0,Male,100.0,1.9,181.0,147.0,76.0,0.56,600.0,HIIT,27.3,3.1,3.0,Beginner,27.8
34.0,Male,70.9,1.63,189.0,109.0,72.0,0.87,293.0,Walking,24.4,2.1,4.0,Intermediate,26.7
20.0,Female,72.1,1.63,200.0,151.0,76.0,0.88,646.0,Cycling,30.7,2.5,2.0,Intermediate,27.2
19.0,Female,64.9,1.68,209.0,150.0,74.0,0.69,292.0,Boxing,28.5,2.0,3.0,Beginner,23.0
27.0,Female,54.1,1.66,203.0,144.0,72.0,0.82,285.0,Tennis,23.0,2.0,3.0,Intermediate,19.6
38.0,Female,57.9,1.6,174.0,128.0,78.0,0.51,212.0,Basketball,30.3,2.0,2.0,Beginner,22.7
36.0,Male,75.8,1.71,182.0,117.0,81.0,0.64,219.0,Pilates,25.7,2.5,5.0,Beginner,25.9
59.0,Male,99.7,1.74,164.0,135.0,64.0,0.77,866.0,HIIT,27.2,3.0,4.0,Advanced,33.1
33.0,Male,101.0,1.84,191.0,156.0,73.0,0.5,566.0,Basketball,25.3,2.9,2.0,Beginner,29.8
18.0,Female,84.1,1.76,207.0,153.0,79.0,0.7,450.0,Soccer,31.3,2.8,3.0,Beginner,27.3
36.0,Male,90.4,1.81,188.0,134.0,69.0,0.78,458.0,Aerobics,20.6,2.7,4.0,Intermediate,27.7
33.0,Female,68.0,1.66,185.0,135.0,72.0,0.57,272.0,Soccer,31.2,2.3,4.0,Beginner,24.7
50.0,Male,79.3,1.77,162.0,124.0,78.0,0.65,386.0,Aerobics,27.1,2.6,2.0,Beginner,25.4
28.0,Female,58.2,1.54,186.0,136.0,70.0,0.71,269.0,Strength Training,25.5,1.9,2.0,Intermediate,24.7
33.0,Male,72.3,1.72,194.0,162.0,74.0,0.5,350.0,Basketball,20.1,2.2,5.0,Beginner,24.3
35.0,Female,72.9,1.72,192.0,148.0,75.0,0.57,320.0,Strength Training,32.3,2.5,3.0,Beginner,25.9
27.0,Female,83.9,1.61,193.0,124.0,71.0,0.54,252.0,Walking,36.8,2.6,3.0,Beginner,32.2
18.0,Female,67.0,1.65,195.0,118.0,71.0,0.68,251.0,Walking,25.4,2.1,3.0,Intermediate,24.6
19.0,Female,73.8,1.62,195.0,125.0,64.0,0.56,200.0,Pilates,28.7,2.1,2.0,Beginner,23.5
32.0,Female,59.1,1.61,190.0,136.0,72.0,0.68,277.0,Soccer,24.4,2.2,4.0,Intermediate,22.7
20.0,Male,107.5,1.72,196.0,114.0,66.0,0.77,428.0,Yoga,25.1,3.2,4.0,Intermediate,30.7
22.0,Male,97.3,1.83,208.0,158.0,65.0,0.56,601.0,Basketball,21.4,2.7,3.0,Intermediate,29.1
33.0,Male,83.5,1.76,185.0,149.0,76.0,0.8,578.0,Swimming,28.1,2.6,3.0,Beginner,27.0
27.0,Female,63.6,1.61,193.0,146.0,74.0,0.62,260.0,Soccer,30.5,2.2,3.0,Beginner,24.4
38.0,Female,58.1,1.57,188.0,117.0,72.0,0.67,200.0,Pilates,30.8,1.9,3.0,Beginner,23.6
40.0,Male,76.0,1.84,173.0,136.0,65.0,0.91,667.0,Running,16.3,2.3,4.0,Beginner,22.5
22.0,Male,83.8,1.67,192.0,138.0,62.0,0.82,529.0,Tennis,18.1,2.3,4.0,Advanced,30.2
46.0,Female,46.8,1.57,172.0,106.0,76.0,0.5,200.0,Pilates,25.1,1.8,3.0,Beginner,18.9
30.0,Female,92.3,1.73,196.0,117.0,69.0,0.65,258.0,Yoga,34.2,2.8,4.0,Intermediate,30.9
33.0,Female,61.2,1.63,180.0,104.0,68.0,0.73,329.0,Walking,21.1,2.0,4.0,Advanced,23.1
21.0,Male,87.8,1.76,195.0,129.0,71.0,0.61,263.0,Pilates,24.7,2.3,4.0,Beginner,28.3
30.0,Male,64.4,1.83,186.0,117.0,73.0,0.55,200.0,Pilates,11.2,1.9,3.0,Beginner,19.1
18.0,Female,64.1,1.66,210.0,134.0,53.0,0.99,470.0,Aerobics,19.5,2.1,5.0,Professional,23.4
22.0,Female,53.4,1.54,199.0,144.0,80.0,0.52,200.0,Boxing,25.4,1.9,2.0,Beginner,22.6
51.0,Male,84.2,1.81,167.0,100.0,62.0,1.02,378.0,Yoga,16.2,2.7,5.0,Professional,25.8
35.0,Female,48.8,1.56,187.0,145.0,74.0,0.72,309.0,Cycling,22.4,1.8,4.0,Intermediate,20.0
32.0,Female,56.9,1.65,197.0,125.0,69.0,0.56,200.0,Walking,25.7,1.7,2.0,Beginner,20.8
30.0,Male,59.3,1.79,194.0,151.0,69.0,0.57,250.0,Strength Training,12.3,1.9,2.0,Beginner,18.6
25.0,Male,68.7,1.65,201.0,150.0,72.0,0.73,416.0,Swimming,18.0,2.2,4.0,Intermediate,25.4
47.0,Female,84.0,1.63,165.0,130.0,73.0,0.82,669.0,Swimming,40.0,2.8,3.0,Beginner,31.5
41.0,Male,54.2,1.69,181.0,145.0,68.0,0.51,265.0,HIIT,10.8,2.0,3.0,Intermediate,18.9
26.0,Female,49.7,1.64,187.0,147.0,72.0,0.79,342.0,Swimming,17.8,1.8,3.0,Beginner,18.5
33.0,Female,71.3,1.61,197.0,143.0,79.0,0.63,310.0,Boxing,36.4,2.1,3.0,Beginner,27.4
24.0,Male,81.5,1.79,200.0,154.0,66.0,0.66,515.0,Rowing,18.4,2.7,3.0,Intermediate,25.3
27.0,Male,83.6,1.89,197.0,142.0,71.0,0.82,461.0,Tennis,14.1,2.5,4.0,Intermediate,23.4
