Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI
37.0,Male,77.0,1.76,177.0,153.0,83.0,0.51,458.0,CrossFit,25.4,2.4,3.0,Beginner,24.9
31.0,Female,59.0,72.85000000000001,191.0,145.0,73.0,,286.0,Aerobics,33.5,1.9,2.0,Beginner,24.7
26.0,Female,69.1,1.75,202.0,168.0,74.0,0.91,597.0,Running,25.3,2.2,4.0,Intermediate,22.6
43.0,Male,86.9,1.84,181.0,133.0,76.0,0.66,394.0,Aerobics,18.1,2.7,2.0,Beginner,25.7
33.0,Female,56.5,1.64,186.0,129.0,73.0,0.64,254.0,Basketball,27.6,2.0,5.0,Intermediate,21.0
38.0,Female,71.2,1.66,186.0,4470.0,66.0,0.66,468.0,CrossFit,26.3,2.5,6.0,Advanced,26.0
42.0,Female,77.2,1.75,169.0,128.0,81.0,0.52,301.0,Aerobics,36.2,2.4,2.0,Beginner,25.2
19.0,,63.8,1.55,192.0,115.0,60.0,0.75,217.0,Yoga,20.8,2.0,2.0,Intermediate,26.5
51.0,Female,76.4,1.71,170.0,130.0,71.0,1.03,822.0,Running,33.0,2.6,3.0,Intermediate,26.0
22.0,Male,88.0,1.7,193.0,164.0,67.0,0.56,511.0,HIIT,27.8,2.5,2.0,Beginner,30.5
51.0,Male,87.7,1.75,12096.0,,61.0,0.93,577.0,Basketball,21.9,2.7,4.0,Advanced,28.5
28.0,zali,93.9,1.9,202.0,156.0,75.0,0.53,333.0,Basketball,20.5,2.9,5.0,Beginner,25.9
18.0,Female,90.0,1.78,206.0,162.0,69.0,0.71,470.0,Basketball,36.4,2.5,4.0,Beginner,28.4
30.0,Male,76.4,1.7,183.0,147.0,71.0,0.69,469.0,Rowing,20.1,2.6,3.0,Beginner,26.4
26.0,Non-binary,70.5,1.7,199.0,147.0,66.0,0.61,328.0,Aerobics,23.9,2.0,3.0,Beginner,24.4
31.0,Male,92.8,1.81,189.0,151.0,83.0,0.6,545.0,Rowing,26.4,2.6,2.0,Beginner,
18.0,Male,76.3,1.8,201.0,162.0,62.0,0.75,547.0,HIIT,14.3,2.4,308.0,Advanced,23.6
26.0,Female,48.6,1.59,187.0,,78.0,0.5,239.0,CrossFit,21.9,22.099999999999998,3.0,ueglnner,19.3
18.0,Male,104.2,1.88,192.0,158.0,69.0,0.76,776.0,Swimming,23.2,2.9,4.0,Beginner,29.6
43.0,Male,73.2,1.89,179.0,106.0,70.0,0.62,236.0,Walking,14.7,2.1,2.0,Intermediate,20.5
80.0,Female,59.4,1.78,160.0,100.0,62.0,1.06,320.0,Walyinr,24.4,2.2,3.0,Advanced,18.8
1840.0,Female,55.1,1.51,205.0,148.0,74.0,0.74,347.0,Cycling,28.6,1.9,4.0,Intermediate,24.1
,jeaale,73.2,1.74,197.0,162.0,80.0,0.59,383.0,Cycling,27.2,2.4,3.0,Beginner,24.1
70.0,Male,77.4,1.68,160.0,106.0,69.0,0.82,412.0,Soccer,,31.2,4.0,Intermediate,27.5
31.0,Female,78.3,1.73,187.0,136.0,70.0,1.29,921.0,Swimming,27.3,2.6,308.0,Advanced,26.2
28.0,Non-binary,74.2,1.74,195.0,133.0,63.0,0.7,383.0,Tennis,24.5,2.3,4.0,Intermediate,24.4
28.0,Female,66.5,1.5,196.0,170.0,76.0,0.57,426.0,HIIT,38.4,2.1,5.0,Beginner,29.4
33.0,Male,70.6,1.74,178.0,137.0,78.0,0.7,473.0,Swimming,19.7,2.2,2.0,Beginner,23.3
38.0,Female,79.3,,182.0,147.0,86.0,0.54,429.0,Rowing,37.7,2.5,3.0,Beginner,26.6
73.0,Male,112.9,1.97,160.0,107.0,74.0,0.65,496.0,Tennis,30.2,2.9,3.0,Intermediate,29.1
80.0,Male,86.8,1.77,160.0,118.0,74.0,0.53,348.0,Soccer,31.6,2.8,2.0,Beginner,27.8
34.0,Female,65.9,1.56,182.0,144.0,61.0,0.79,554.0,HIIT,25.5,2.0,2.0,Advanced,27.2
18.0,Male,77.2,1.74,201.0,127.0,76.0,0.62,243.0,Yzgg,18.0,2.2,5.0,Beginner,25.4
21.0,Male,88.0,1.8,204.0,159.0,72.0,0.6,407.0,Tennis,21.3,2.4,4.0,Beginner,
43.0,Male,70.2,1.76,170.0,101.0,70.0,1.16,383.0,Yoga,12.5,2.5,6.0,Advanced,22.6
27.0,Male,94.0,1.78,184.0,136.0,55.0,1.37,1000.0,Swimming,21.3,2.8,4.0,Advanced,29.8
41.0,Male,67.1,1.72,172.0,136.0,,0.64,427.0,CrossFit,14.3,2.3,4.0,Intermediate,22.6
45.0,Male,99.5,1.87,171.0,144.0,72.0,11.25,791.0,Running,32.0,2.7,3.0,Beginner,28.6
60.0,Male,75.9,1.72,160.0,128.0,74.0,0.86,716.0,Running,19.0,2.6,5.0,Intermediate,486.40000000000003
32.0,Female,58.0,1.61,186.0,137.0,73.0,0.9,473.0,Cycling,24.2,2.2,3.0,Intermediate,423.7
57.0,Female,59.1,1.63,164.0,118.0,60.0,1.27,649.0,Cycling,2358.0,2.3,7.0,Professional,22.2
52.0,Female,65.0,1.64,174.0,142.0,60.0,9.75,427.0,CrossFit,28.0,2.4,3.0,Advanced,24.0
25.0,Male,82.3,1.87,191.0,138.0,63.0,0.86,468.0,Basketball,15.6,2.4,4.0,Intermediate,23.4
59.0,Male,87.0,1.79,160.0,108.0,84.0,0.58,231.0,Pilates,27.6,2.7,3.0,Beginner,27.0
18.0,Female,57.2,1.65,193.0,140.0,65.0,0.62,240.0,Boxing,24.1,2.1,3.0,Intermediate,21.0
50.0,Female,59.2,1.53,176.0,128.0,82.0,0.81,362.0,Aerobics,32.1,1.9,4.0,Intermediate,25.2
36.0,Female,55.4,1.61,189.0,138.0,65.0,1.11,442.0,Basketball,21.3,2.2,5.0,Advanced,21.3
19.0,Male,73.9,1.78,207.0,155.0,57.0,1.32,865.0,Cycling,13.2,2.5,3.0,Advanced,23.2
18.0,Male,69.7,1.82,205.0,128.0,72.0,0.67,209.0,Yoga,9.9,2.0,3.0,Begibnwr,21.1
2000.0,Non-binary,83.8,1.73,186.0,145.0,62.0,0.94,801.0,Running,31.1,2.8,4.0,Intermediate,28.1
50.0,Male,77.2,1.69,164.0,100.0,59.0,0.92,364.0,Yoqx,20.7,2.4,5.0,Advanced,27.1
20.0,Female,68.9,1.65,194.0,145.0,75.0,0.77,370.0,Strength Training,36.8,2.4,2.0,Beginner,25.4
34.0,Male,100.5,1.85,188.0,146.0,76.0,0.72,487.0,Aerobics,28.2,2.9,3.0,Beginner,29.4
74.0,Male,71.9,1.71,160.0,110.0,72.0,0.63,339.0,Basketiasl,23.9,,4.0,Intermediate,24.6
35.0,Male,77.2,1.73,195.0,158.0,77.0,0.53,462.0,HIIT,24.1,2.1,2.0,Beginner,25.9
27.0,Male,2212.0,1.88,198.0,139.0,68.0,0.71,383.0,Boxing,13.8,2.6,4.0,Intermediate,22.4
36.0,Female,88.1,1.79,179.0,129.0,80.0,0.67,402.0,Basketball,32.7,2.6,2.0,Beginner,27.4
33.0,Female,56.5,1.65,192.0,143.0,74.0,0.86,403.0,Swimming,23.8,2.1,4.0,Intermediate,20.6
34.0,Female,66.5,1.64,194.0,133.0,64.0,0.88,382.0,Strength Training,30.4,2.0,6.0,Intermediate,24.7
35.0,Female,70.3,1.55,191.0,135.0,61.0,1.26,621.0,Strength Training,29.0,2.6,4.0,Advanced,29.3
46.0,Male,75.0,1.79,172.0,120.0,71.0,0.76,439.0,Strength Training,19.1,2.4,3.0,Intermediate,23.5
24.0,Male,50.7,1.65,189.0,141.0,76.0,0.6,228.0,Aerobics,9.6,1.9,3.0,Beginner,18.5
41.0,Male,88.7,1.78,189.0,117.0,59.0,1.19,737.0,Strength Training,22.5,2.8,5.0,Professional,532.0
26.0,Non-binary,78.3,1.72,188.0,144.0,70.0,9.45,387.0,Strengtf Traiting,30.6,2.3,3.0,Beginner,26.6
41.0,Female,76.2,1.73,179.0,115.0,79.0,0.5,6690.0,Walking,34.9,2.2,2.0,Beginlwr,25.6
56.0,Female,79.1,1.63,168.0,,75.0,0.57,232.0,Yoga,40.0,2.3,231.0,Beginner,29.9
28.0,Male,53.2,1.63,189.0,137.0,75.0,0.68,241.0,qtrength Traieing,15.0,1.9,,Beginner,20.1
34.0,Female,60.2,1.52,178.0,137.0,66.0,1.03,634.0,Cycling,31.1,2.2,4.0,Intermediate,26.0
31.0,Male,87.4,1.76,198.0,134.0,76.0,0.89,555.0,Sgrength Trfining,19.0,2.6,5.0,Intermediate,28.1
41.0,Male,58.8,1.64,180.0,134.0,73.0,0.56,230.0,Soccer,17.1,1.9,2.0,Beginner,21.8
23.0,Male,65.3,1.88,200.0,155.0,71.0,0.84,478.0,Swimming,13.3,2.3,4.0,Beginner,18.5
30.0,Female,74.5,1.81,182.0,151.0,62.0,1.23,893.0,Running,22.1,2.6,5.0,Advanced,22.7
37.0,Male,63.8,1.7,177.0,128.0,78.0,0.97,547.0,Cycling,15.6,2.4,3.0,Advanced,22.2
50.0,Female,46.7,1.57,168.0,122.0,65.0,1.29,607.0,Cycling,16.5,2.1,6.0,Advanced,18.9
33.0,Female,64.4,1.64,194.0,149.0,72.0,1.29,758.0,Swimming,27.7,2.3,3.0,Advanced,24.0
22.0,Male,70.1,1.71,200.0,150.0,5829.0,0.69,,Tenpir,15.5,2.5,4.0,Beginner,23.9
31.0,Male,78.0,1.86,191.0,3300.0,68.0,0.64,262.0,Walking,15.4,2.3,5.0,Intermediate,22.4
36.0,Male,96.3,1.8,182.0,157.0,73.0,0.82,760.0,Rrnjing,24.0,2.9,2.0,Beginner,29.9
,Female,76.6,1.74,176.0,136.0,71.0,0.7,427.0,Soccer,31.7,31.2,2.0,Beginner,25.2
36.0,Female,61.8,1.64,194.0,159.0,71.0,0.9,601.0,CrossFit,25.1,2.3,4.0,Advanced,22.9
26.0,Female,71.0,1.7,203.0,137.0,,0.55,6000.0,Pilates,29.3,2.1,3.0,Beginner,24.5
32.0,Female,69.7,1.56,196.0,170.0,,0.7,468.0,Running,37.4,2.3,3.0,Beginner,28.7
23.0,Female,78.7,1.69,192.0,156.0,70.0,0.51,413.0,Rowing,35.7,2.5,3.0,Beginner,27.7
30.0,Female,70.2,1.52,184.0,132.0,77.0,0.63,318.0,Basketball,40.0,31.2,3.0,Beginner,30.4
64.0,Male,82.3,1.77,160.0,100.0,81.0,0.5,200.0,Yoga,23.0,2.4,308.0,Beginner,26.1
30.0,Female,50.2,1.65,195.0,113.0,65.0,0.69,200.0,Walking,17.9,2.0,4.0,Intermediate,18.5
40.0,Female,64.8,1.59,185.0,123.0,63.0,0.65,271.0,Basketball,29.5,2.1,4.0,Intermediate,25.8
34.0,Male,85.6,1.77,188.0,143.0,66.0,0.55,530.0,HIIT,18.6,2.4,4.0,Intermediate,27.3
18.0,Non-binary,64.3,1.69,201.0,161.0,64.0,0.63,388.0,HIIT,18.1,2.0,2.0,Intermediate,22.6
67.0,Female,50.0,1.64,160.0,,69.0,0.77,200.0,Yoxb,22.7,1.8,3.0,Intermediate,18.5
75.0,Female,82.2,1.67,160.0,100.0,81.0,0.61,262.0,Pilates,39.1,2.5,5.0,Intermediate,29.4
55.0,Female,68.3,1.69,175.0,117.0,73.0,0.68,296.0,Tennis,27.0,2.2,4.0,Intermediate,23.9
18.0,Male,64.9,1.82,209.0,164.0,,0.66,361.0,Rowing,11.1,2.0,4.0,Intermediate,19.6
23.0,Female,77.7,1.72,198.0,155.0,65.0,0.94,832.0,Running,30.6,2.4,3.0,Intermediate,26.2
21.0,Female,76.9,1.77,190.0,134.0,61.0,0.85,495.0,Tennis,26.2,2.6,3.0,Intermediate,24.6
35.0,Male,82.8,1.81,182.0,110.0,72.0,0.77,285.0,Yoga,22.5,2.3,4.0,Intermediate,25.1
29.0,Male,94.3,1.81,197.0,152.0,74.0,0.66,668.0,CrossFit,21.2,2.6,3.0,Intermediate,
49.0,Female,61.3,1.68,162.0,101.0,84.0,0.5,200.0,Yoga,26.9,2.1,2.0,Beginner,21.8
18.0,Male,85.5,1.69,193.0,159.0,70.0,0.58,428.0,Swimming,28.8,2.4,3.0,Beginner,30.0
36.0,Femaoe,71.9,1.59,187.0,110.0,62.0,0.92,325.0,Walking,33.9,2.5,4.0,Advanced,28.3
18.0,Female,91.0,1.69,192.0,4200.0,70.0,0.67,433.0,Soccer,39.2,2.5,385.0,Beginner,32.0
40.0,Male,88.5,1.87,173.0,128.0,59.0,1.02,861.0,Swimming,18.9,3.0,4.0,Iftermjdiate,25.4
80.0,Male,114.7,1.87,160.0,119.0,80.0,0.76,625.0,Strength Training,35.0,3.4,3.0,Beginner,33.0
33.0,Male,91.6,1.86,189.0,117.0,62.0,0.75,356.0,Yoga,18.8,2.9,3.0,Intermediate,26.5
44.0,Female,48.4,1.62,185.0,124.0,73.0,0.73,256.0,Basketball,21.5,1.7,2.0,Intermediate,18.5
32.0,Male,61.0,1.7,178.0,127.0,73.0,0.79,341.0,Aerobics,13.9,2.1,4.0,Intermediate,21.1
39.0,Female,57.9,1.66,174.0,122.0,63.0,1.11,482.0,Soccer,24.0,2.0,5.0,Advanced,20.9
50.0,Male,102.0,1.91,160.0,100.0,76.0,0.72,366.0,Yoga,25.9,2.9,3.0,Intermediate,28.1
25.0,Female,84.7,1.58,202.0,168.0,70.0,0.79,755.0,Running,40.0,31.2,4.0,Beginner,33.9
29.0,ease,62.4,1.7,196.0,170.0,73.0,0.5,322.0,CrossFit,16.0,26.0,3.0,Beginner,21.6
28.0,Male,94.1,86.95,183.0,139.0,64.0,0.84,774.0,Cycling,18.9,,3.0,Intermediate,27.6
48.0,,63.0,1.66,168.0,135.0,6177.0,0.59,410.0,CrossFit,32.3,2.2,4.0,Intermediate,23.0
18.0,Non-binary,64.3,1.69,201.0,161.0,64.0,0.63,388.0,HIIT,18.1,2.0,2.0,Intermediate,22.6
28.0,Male,2385.6,1.87,199.0,145.0,69.0,0.88,662.0,Rowing,19.7,2.4,4.0,Intermediate,24.4
80.0,Male,86.6,1.73,160.0,122.0,68.0,0.61,504.0,CrossFit,29.6,2.7,4.0,Intermediate,28.9
28.0,Male,77.8,1.71,188.0,130.0,76.0,0.77,411.0,Soccer,21.3,2.5,3.0,Intermediate,26.6
43.0,Female,87.1,1.68,180.0,141.0,78.0,0.69,456.0,Boxing,40.0,2.5,154.0,Beginner,30.9
39.0,Female,92.3,1.72,176.0,126.0,60.0,1.13,921.0,Swimming,35.5,2.6,308.0,Advanced,31.2
39.0,Female,58.2,1.7,177.0,126.0,72.0,0.81,344.0,Basketball,23.6,2.0,5.0,Intermediate,20.2
38.0,Female,48.8,1.6,189.0,128.0,55.0,1.27,443.0,Aerobics,14.4,1.8,6.0,Professional,19.1
26.0,Female,62.5,1.67,198.0,149.0,66.0,0.59,254.0,Boxing,25.7,2.0,2.0,Beginner,22.3
34.0,Female,63.8,1.5,194.0,129.0,82.0,0.63,308.0,Aerobics,33.9,2.2,5.0,Intermediate,28.3
23.0,Female,97.1,1.77,207.0,128.0,70.0,0.57,249.0,Pilates,37.2,2.8,2.0,Beginner,31.0
21.0,Male,84.8,1.86,200.0,168.0,73.0,0.5,441.0,CrossFit,20.5,2.4,4.0,Beginner,24.5
40.0,Female,70.8,75.67,185.0,141.0,71.0,0.82,496.0,Cycling,36.1,2.4,3.0,Beginner,27.5
31.0,Female,60.6,1.64,182.0,129.0,63.0,0.89,360.0,Aerobics,24.1,2.2,5.0,Advanced,22.5
38.0,Male,95.2,1.8,179.0,132.0,59.0,1.23,1000.0,Cycling,21.0,3.1,5.0,Advanced,29.2
28.0,Female,86.4,1.57,185.0,132.0,79.0,0.69,463.0,Tennis,40.0,2.5,2.0,Beginner,35.0
31.0,Non-binary,72.8,1.55,197.0,141.0,70.0,0.88,482.0,Basketball,26.2,2.2,4.0,Intermediate,30.1
44.0,Male,78.2,1.8,167.0,136.0,84.0,0.66,567.0,Running,20.0,2.3,3.0,Beginner,24.0
53.0,Female,75.1,1.65,160.0,111.0,78.0,0.62,357.0,Boxing,31.4,2.5,2.0,Intermediate,27.5
22.0,Non-binary,68.9,70.5,199.0,132.0,73.0,0.5,200.0,Walking,32.9,2.1,3.0,Beginner,30.6
44.0,Male,104.7,1.84,174.0,115.0,57.0,1.3,1000.0,Rowing,2070.0,2.8,3.0,Professional,30.8
26.0,Male,92.1,1.66,202.0,135.0,78.0,0.67,300.0,Yoga,31.5,2.9,5.0,Beginner,33.3
23.0,Male,65.2,1.69,207.0,152.0,71.0,0.73,330.0,Strength Training,14.2,2.2,4.0,Intermediate,22.8
34.0,Male,1582.0,1.71,184.0,122.0,81.0,0.67,200.0,Pilates,15.7,1.8,5.0,Beginner,19.4
33.0,Male,78.3,1.73,196.0,122.0,68.0,0.56,232.0,Pilates,2097.0,2.1,2.0,Beginner,26.3
28.0,Male,102.2,1.9,182.0,136.0,,0.54,436.0,Strength Training,25.0,2.8,3.0,Beginner,28.4
40.0,Male,72.2,1.73,175.0,132.0,6177.0,0.73,464.0,Rowing,21.0,2.5,4.0,Intermewpate,
26.0,Male,94.2,1.76,186.0,131.0,,0.9,553.0,Boxing,25.2,2.9,4.0,Intermediate,30.5
18.0,Male,61.3,1.68,200.0,170.0,64.0,0.62,362.0,Running,19.0,2.3,2.0,Beginner,21.8
33.0,Female,51.3,1.64,182.0,143.0,75.0,0.71,284.0,Boxing,23.7,1.9,4.0,Beginner,19.1
52.0,Male,91.6,1.87,174.0,,71.0,0.65,456.0,Tennis,21.7,2.8,3.0,Intermediadf,26.1
53.0,nemawe,85.8,1.62,175.0,143.0,70.0,0.8,669.0,CrossFit,37.4,2.8,6.0,Advanced,32.8
18.0,Male,84.0,1.89,204.0,155.0,64.0,0.96,743.0,Cycling,16.1,2.8,3.0,Intermediate,23.5
30.0,Female,56.8,1.69,189.0,136.0,58.0,0.84,310.0,Tennis,16.1,2.1,4.0,Advanced,19.9
24.0,Male,83.1,1.76,188.0,161.0,74.0,0.64,599.0,qunninh,18.8,2.6,3.0,Beginner,27.0
19.0,Female,1918.0,1.57,210.0,168.0,72.0,0.53,377.0,HIIT,34.7,2.1,2.0,Intermediate,27.8
28.0,Male,73.4,1.82,200.0,136.0,70.0,0.69,335.0,Boxing,9.7,2.3,4.0,Intermediate,22.2
40.0,Male,109.9,1.87,185.0,132.0,71.0,0.76,569.0,Tennis,27.2,3.3,2.0,Inturmediete,31.4
32.0,Male,90.7,1.89,184.0,,76.0,0.51,242.0,Yoga,21.3,2.6,2.0,Beginner,25.3
22.0,Male,101.7,1.74,193.0,148.0,76.0,0.5,341.0,Soccer,27.3,2.7,3.0,Beginner,33.7
37.0,Male,95.3,1.8,183.0,134.0,74.0,0.57,,Tennis,27.9,,3.0,Beginner,29.5
37.0,Female,75.5,1.68,189.0,132.0,67.0,0.69,388.0,Aerobics,36.6,2.5,4.0,Intermediate,26.8
25.0,Female,65.6,1.78,198.0,124.0,73.0,0.64,208.0,Yoga,27.1,2.1,3.0,Beginner,20.7
26.0,Male,79.0,1.84,187.0,108.0,62.0,0.67,284.0,Walking,17.3,2.3,4.0,Intermediate,23.2
18.0,Female,60.7,1.59,209.0,160.0,76.0,0.79,470.0,Swimming,30.4,2.3,3.0,Beginner,24.1
24.0,Female,66.0,1.63,186.0,146.0,69.0,0.63,279.0,Soccer,30.6,2.4,5.0,Beginner,24.7
32.0,Male,89.7,1.67,188.0,136.0,79.0,0.61,398.0,Basketball,30.2,2.4,3.0,Bmginner,32.0
31.0,Male,74.9,1.89,180.0,126.0,62.0,0.87,510.0,Boxing,15.5,2.6,4.0,Intermediate,20.9
35.0,Female,68.0,1.8,184.0,143.0,75.0,0.52,273.0,Boxing,27.5,2.0,,Beginner,21.0
32.0,waae,64.9,1.71,190.0,152.0,66.0,0.6,370.0,CrossFit,15.6,2.1,,Intermediate,22.3
40.0,Female,61.5,1.66,175.0,132.0,76.0,0.55,257.0,Basketball,27.2,2.0,3.0,Beginner,22.3
55.0,Female,71.5,1.64,174.0,136.0,,0.82,491.0,Swimming,2799.0,2.4,5.0,Intermediate,26.4
40.0,Male,70.1,1.74,186.0,125.0,80.0,0.6,200.0,Yoga,17.5,2.3,5.0,Beginner,23.3
28.0,Female,74.6,1.68,199.0,154.0,6525.0,0.5,377.0,CrossFit,29.1,29.9,3.0,Intermediate,26.4
29.0,Female,54.2,1.56,199.0,148.0,79.0,0.67,244.0,Boxing,30.2,1.9,2.0,Beginner,22.2
31.0,Male,114.0,1.91,199.0,163.0,79.0,0.5,545.0,CrossFit,29.2,3.0,3.0,Beginner,31.4
39.0,Female,65.0,1.76,175.0,119.0,76.0,0.68,203.0,lofa,27.1,2.1,2.0,Beginner,21.0
36.0,Male,60.0,1.79,185.0,133.0,72.0,0.91,511.0,Cycling,12.3,2.3,4.0,Intermediate,18.6
33.0,Male,71.3,1.85,178.0,138.0,78.0,0.58,362.0,Cycling,19.4,2.4,2.0,Beginner,20.8
33.0,Male,82.5,1.92,189.0,117.0,66.0,0.86,358.0,Pilates,15.4,2.3,6.0,Advxtced,22.4
33.0,Male,100.1,1.82,197.0,161.0,72.0,0.66,697.0,CrossFit,27.4,2.9,2.0,Intermediate,30.3
74.0,Male,68.0,1.75,160.0,124.0,81.0,0.78,427.0,Strength Training,20.5,2.2,3.0,Beginner,22.2
41.0,Male,90.2,1.74,184.0,127.0,72.0,1.13,663.0,Aerobics,23.1,2.8,,Advanced,29.7
37.0,Male,76.8,85.07000000000001,184.0,161.0,61.0,0.62,477.0,Running,17.4,2.5,3.0,Beginner,23.6
18.0,Femalh,51.1,1.66,205.0,170.0,71.0,0.73,400.0,Running,19.3,1.9,4.0,Beginner,18.5
18.0,Non-binary,49.2,1.63,208.0,140.0,64.0,0.8,258.0,Boxing,10.0,1.8,4.0,Advanced,18.5
44.0,Male,57.4,1.72,168.0,121.0,77.0,0.53,208.0,Aerobics,14.9,2.1,3.0,Beginner,19.5
54.0,Male,90.1,1.79,172.0,137.0,74.0,0.5,387.0,Rowing,28.1,2.7,2.0,Beginner,
80.0,Male,104.9,1.86,160.0,106.0,81.0,1.22,28830.0,Strength Training,27.6,3.1,5.0,Advanced,30.2
21.0,Female,59.7,1.67,190.0,128.0,64.0,0.96,436.0,Strength Training,22.3,2.1,4.0,Advanced,21.4
35.0,Male,58.8,1.58,179.0,144.0,66.0,0.9,516.0,CrossFit,11.9,2.2,3.0,Advanced,23.4
18.0,Female,72.9,1.73,207.0,136.0,75.0,0.67,225.0,Pilates,30.5,2.3,3.0,Beginner,24.3
31.0,Male,68.4,1.74,181.0,122.0,65.0,0.58,202.0,Yoga,18.1,2.2,3.0,Beginner,22.5
25.0,Female,75.2,1.66,189.0,145.0,62.0,0.85,709.0,HIIT,2412.0,2.3,4.0,Advanced,27.2
33.0,Male,60.7,1.76,180.0,142.0,68.0,0.95,542.0,Running,14.2,2.0,4.0,Intermediate,19.6
80.0,Male,64.0,1.72,160.0,118.0,66.0,1.29,807.0,Cycling,15.6,2.3,5.0,Advanced,21.5
77.0,Female,72.0,1.8,160.0,130.0,70.0,0.9,637.0,Running,27.8,2.3,4.0,Intermediate,22.1
21.0,Male,75.1,1.86,197.0,160.0,68.0,0.67,16680.0,Running,15.1,2.2,2.0,Beginner,21.8
28.0,Female,81.4,1.58,187.0,136.0,74.0,1.26,858.0,Swimming,33.4,2.9,4.0,Advanced,32.6
18.0,Female,55.5,1.59,192.0,168.0,67.0,0.53,330.0,HIIT,28.8,2.0,5.0,Beginner,21.9
27.0,Male,69.1,1.84,187.0,108.0,65.0,1.01,312.0,Yoga,11.7,2.2,5.0,Advanced,20.3
28.0,Female,56.0,1.7,202.0,146.0,79.0,0.61,248.0,Soccer,22.7,2.1,3.0,Beginner,19.4
31.0,Male,74.5,82.25,188.0,129.0,58.0,1.09,764.0,Rowing,13.9,2.4,6.0,Professional,24.2
25.0,Male,77.9,1.78,192.0,130.0,73.0,0.88,470.0,Aerobics,1737.0,2.3,5.0,Intermediate,24.6
40.0,Male,55.3,1.73,188.0,165.0,78.0,0.53,329.0,HIIT,16.3,2.0,5.0,Beginner,18.5
38.0,Male,79.9,1.74,185.0,128.0,64.0,1.13,606.0,Boxing,19.6,2.6,5.0,Advanced,26.5
55.0,Female,57.0,1.6,160.0,102.0,60.0,1.26,474.0,Boxing,22.1,2.0,5.0,Professional,22.2
51.0,,83.4,1.74,166.0,109.0,58.0,0.91,579.0,Aerobics,18.7,2.6,4.0,Professional,27.5
25.0,wabe,68.8,1.76,13896.0,141.0,62.0,0.72,389.0,Soccer,16.0,2.1,2.0,Beginner,22.2
30.0,Female,75.2,1.62,200.0,119.0,58.0,1.13,12540.0,Pilates,32.2,2.5,2.0,Advanced,28.7
53.0,Female,69.4,1.65,167.0,116.0,65.0,0.8,385.0,Tennis,33.2,2.5,5.0,Advanced,25.6
18.0,Female,69.0,1.71,206.0,124.0,75.0,0.84,288.0,Pilates,23.6,27.3,3.0,Intermediate,23.5
28.0,Male,95.1,1.73,192.0,120.0,59.0,0.92,445.0,Walking,24.8,2.6,4.0,Advanced,31.6
37.0,Female,68.9,1.6,185.0,144.0,72.0,0.57,401.0,HaIp,35.4,,2.0,Intermediate,26.9
18.0,Male,89.6,1.8,197.0,136.0,63.0,0.79,532.0,Tennis,22.4,2.7,4.0,Intermediate,27.6
33.0,Female,64.4,1.6,195.0,152.0,82.0,0.56,262.0,Aerobics,32.7,2.0,5.0,Beginner,25.2
20.0,Non-binary,53.1,1.64,204.0,164.0,75.0,0.7,335.0,Swimming,19.3,,3.0,Beginner,19.7
55.0,Male,80.7,1.72,162.0,134.0,76.0,0.62,472.0,Rowing,24.2,2.4,308.0,Beginner,27.1
41.0,Male,79.4,1.75,188.0,149.0,80.0,0.55,412.0,Rowing,26.7,2.5,4.0,Beginner,26.0
26.0,Female,107.7,,191.0,113.0,65.0,1.13,535.0,Yoga,34.2,3.1,7.0,Advanced,32.9
25.0,Male,107.7,1.92,14256.0,144.0,68.0,0.95,902.0,Swimming,19.0,3.4,3.0,Advanced,29.3
28.0,Female,75.5,1.66,202.0,155.0,68.0,0.72,544.0,Rowing,33.9,2.5,4.0,intermediqte,27.6
50.0,Male,96.9,1.77,173.0,135.0,72.0,0.69,538.0,Basketball,29.7,3.0,3.0,Beginner,31.0
18.0,Male,78.4,1.83,210.0,121.0,67.0,0.89,347.0,Walking,13.5,2.4,3.0,Intermediate,23.5
18.0,Female,51.7,1.62,14616.0,130.0,69.0,0.56,200.0,Yoga,20.1,1.9,5.0,Beginner,376.2
44.0,Female,53.0,1.63,182.0,113.0,66.0,0.56,200.0,Yoga,27.1,1.8,4.0,Begakner,19.8
44.0,Non-binary,68.4,1.54,176.0,134.0,62.0,0.79,526.0,HIIT,24.9,2.3,5.0,Professional,28.8
35.0,Male,77.4,1.8,192.0,146.0,70.0,0.8,544.0,Cycling,16.5,2.6,4.0,Intermediate,24.0
19.0,oaye,72.9,1.73,197.0,146.0,78.0,0.77,420.0,Strength Training,17.8,2.3,5.0,Beginnbr,24.4
63.0,hage,71.3,1.74,160.0,111.0,60.0,1.05,483.0,Strength Training,15.8,2.6,6.0,Advanced,23.6
32.0,Male,85.0,1.83,192.0,131.0,60.0,1.08,606.0,Strength Training,11.0,2.5,4.0,Advanced,25.4
36.0,Male,91.5,1.73,175.0,100.0,56.0,1.15,523.0,Pilates,22.4,2.9,6.0,Professional,30.7
55.0,Female,72.4,1.64,11664.0,111.0,72.0,1.1,543.0,Tennis,31.3,2.4,6.0,Advanced,27.0
44.0,Male,75.1,1.84,175.0,100.0,63.0,0.87,362.0,Walking,14.9,2.2,5.0,Advanced,22.3
